Date delivery,Price
16/02/2020,-8.27
17/02/2020,18.25
18/02/2020,21.87
19/02/2020,30.91
20/02/2020,28.68
21/02/2020,24.33
22/02/2020,-1.51
23/02/2020,6.95
24/02/2020,28.49
25/02/2020,24.1
26/02/2020,31.67
27/02/2020,38.44
28/02/2020,31.04
29/02/2020,8.91
01/03/2020,7.14
02/03/2020,33.18
03/03/2020,36.25
04/03/2020,39.61
05/03/2020,36.07
06/03/2020,30.48
07/03/2020,29.09
08/03/2020,17.11
09/03/2020,37.11
10/03/2020,23.25
11/03/2020,22.69
12/03/2020,12.24
13/03/2020,16.54
14/03/2020,30.27
15/03/2020,4.65
16/03/2020,31.19
17/03/2020,28.18
18/03/2020,26.42
19/03/2020,28.69
20/03/2020,25.14
21/03/2020,10.74
22/03/2020,-0.95
23/03/2020,16.98
24/03/2020,20.45
25/03/2020,23.06
26/03/2020,22.23
27/03/2020,21.55
28/03/2020,14.24
29/03/2020,4.95
30/03/2020,23.32
31/03/2020,25.17
01/04/2020,23.36
02/04/2020,19.95
03/04/2020,22.53
04/04/2020,20.15
05/04/2020,2.68
06/04/2020,17.34
07/04/2020,23.54
08/04/2020,26.51
09/04/2020,23.51
10/04/2020,23.14
11/04/2020,20.86
12/04/2020,12.45
13/04/2020,-15.97
14/04/2020,19.9
15/04/2020,20.17
16/04/2020,25.32
17/04/2020,27.77
18/04/2020,20.23
19/04/2020,7.41
20/04/2020,2.44
21/04/2020,-16.15
22/04/2020,7.88
23/04/2020,27.76
24/04/2020,20.65
25/04/2020,16.86
26/04/2020,18.89
27/04/2020,25.5
28/04/2020,25.06
29/04/2020,23.05
30/04/2020,20
01/05/2020,6.53
02/05/2020,12.47
03/05/2020,14.06
04/05/2020,26.38
05/05/2020,21.72
06/05/2020,21.49
07/05/2020,23.83
08/05/2020,23.78
09/05/2020,21.98
10/05/2020,12.58
11/05/2020,14.07
12/05/2020,22.27
13/05/2020,29.76
14/05/2020,22.79
15/05/2020,21.08
16/05/2020,16.96
17/05/2020,9.46
18/05/2020,19.74
19/05/2020,23.69
20/05/2020,32.05
21/05/2020,19.58
22/05/2020,18.83
23/05/2020,10.27
24/05/2020,-26.13
25/05/2020,18.63
26/05/2020,27.43
27/05/2020,22.9
28/05/2020,20.41
29/05/2020,22.69
30/05/2020,12.54
31/05/2020,1.66
01/06/2020,6.07
02/06/2020,28.34
03/06/2020,28.84
04/06/2020,26.55
05/06/2020,24.3
06/06/2020,6.69
07/06/2020,17.64
08/06/2020,31.37
09/06/2020,36.68
10/06/2020,31.36
11/06/2020,24.06
12/06/2020,20.72
13/06/2020,19.84
14/06/2020,18.51
15/06/2020,31.05
16/06/2020,34.12
17/06/2020,37.24
18/06/2020,31.8
19/06/2020,29.85
20/06/2020,24.08
21/06/2020,19.5
22/06/2020,29.58
23/06/2020,32.74
24/06/2020,35.57
25/06/2020,34.45
26/06/2020,34.8
27/06/2020,26.83
28/06/2020,17.11
29/06/2020,27.48
30/06/2020,18.35
01/07/2020,32.39
02/07/2020,38.91
03/07/2020,34.93
04/07/2020,15.4
05/07/2020,-15.34
06/07/2020,14.28
07/07/2020,31.9
08/07/2020,41.21
09/07/2020,42.42
10/07/2020,36.62
11/07/2020,28.6
12/07/2020,24.77
13/07/2020,34.18
14/07/2020,36.76
15/07/2020,41.71
16/07/2020,44.45
17/07/2020,37.58
18/07/2020,29.01
19/07/2020,27.78
20/07/2020,32.96
21/07/2020,31.71
22/07/2020,34.35
23/07/2020,35.69
24/07/2020,31.16
25/07/2020,25.52
26/07/2020,12.61
27/07/2020,32.53
28/07/2020,22.97
29/07/2020,20.75
30/07/2020,35.62
31/07/2020,38.51
01/08/2020,28.31
02/08/2020,28.19
03/08/2020,36.72
04/08/2020,36.39
05/08/2020,29.61
06/08/2020,33.28
07/08/2020,35.98
08/08/2020,32.04
09/08/2020,28.53
10/08/2020,36.98
11/08/2020,36.3
12/08/2020,35.86
13/08/2020,38.59
14/08/2020,40.83
15/08/2020,31.86
16/08/2020,28.68
17/08/2020,40.36
18/08/2020,42.39
19/08/2020,38.23
20/08/2020,38.11
21/08/2020,31.81
22/08/2020,23.83
23/08/2020,16.33
24/08/2020,44.72
25/08/2020,38.46
26/08/2020,17.89
27/08/2020,46.31
28/08/2020,40.7
29/08/2020,35.64
30/08/2020,33.82
31/08/2020,54.04
01/09/2020,49.81
02/09/2020,49.82
03/09/2020,40.54
04/09/2020,38.32
05/09/2020,33.41
06/09/2020,34.83
07/09/2020,43.54
08/09/2020,37.6
09/09/2020,36.63
10/09/2020,47.34
11/09/2020,47.81
12/09/2020,31.87
13/09/2020,20.19
14/09/2020,53.11
15/09/2020,70.2
16/09/2020,53.41
17/09/2020,46.4
18/09/2020,42.13
19/09/2020,36.54
20/09/2020,37.52
21/09/2020,61.1
22/09/2020,53.31
23/09/2020,46.43
24/09/2020,38.18
25/09/2020,41.37
26/09/2020,33.13
27/09/2020,30.03
28/09/2020,47.26
29/09/2020,58.62
30/09/2020,50.25
01/10/2020,41.02
02/10/2020,35.68
03/10/2020,16.46
04/10/2020,7.11
05/10/2020,32.09
06/10/2020,34.45
07/10/2020,36.62
08/10/2020,29.83
09/10/2020,39.97
10/10/2020,31.23
11/10/2020,32.18
12/10/2020,46.9
13/10/2020,45.23
14/10/2020,35.67
15/10/2020,40.94
16/10/2020,46.94
17/10/2020,40.76
18/10/2020,30.56
19/10/2020,44.64
20/10/2020,35.22
21/10/2020,32.61
22/10/2020,32.39
23/10/2020,44.78
24/10/2020,30.58
25/10/2020,13.93
26/10/2020,38.27
27/10/2020,34.61
28/10/2020,29.94
29/10/2020,32.65
30/10/2020,30.19
31/10/2020,31.02
01/11/2020,16.95
02/11/2020,23.4
03/11/2020,35.74
04/11/2020,40.01
05/11/2020,38.66
06/11/2020,40.54
07/11/2020,36.23
08/11/2020,36.66
09/11/2020,44.88
10/11/2020,48.15
11/11/2020,45.06
12/11/2020,40.96
13/11/2020,40.73
