,sim 1,sim 2,sim 3,sim 4,sim 5,sim 6,sim 7,sim 8,sim 9,sim 10,sim 11,sim 12,sim 13,sim 14,sim 15,sim 16,sim 17,sim 18,sim 19,sim 20,sim 21,sim 22,sim 23,sim 24,sim 25,sim 26,sim 27,sim 28,sim 29,sim 30,sim 31,sim 32,sim 33,sim 34,sim 35,sim 36,sim 37,sim 38,sim 39,sim 40,sim 41,sim 42,sim 43,sim 44,sim 45,sim 46,sim 47,sim 48,sim 49,sim 50,sim 51,sim 52,sim 53,sim 54,sim 55,sim 56,sim 57,sim 58,sim 59,sim 60,sim 61,sim 62,sim 63,sim 64,sim 65,sim 66,sim 67,sim 68,sim 69,sim 70,sim 71,sim 72,sim 73,sim 74,sim 75,sim 76,sim 77,sim 78,sim 79,sim 80,sim 81,sim 82,sim 83,sim 84,sim 85,sim 86,sim 87,sim 88,sim 89,sim 90,sim 91,sim 92,sim 93,sim 94,sim 95,sim 96,sim 97,sim 98,sim 99,sim 100
2024-11-30,67.11566848949067,24.116787550339804,94.30667581365519,132.50151005987976,103.17079250815065,98.40780062223618,66.35620999022113,176.93323283908347,109.52939938133137,99.23843540655666,117.58109269183362,57.242562287182515,99.10518828114984,114.76082388857921,120.61703054956999,161.50257106252772,58.961450411653075,122.94846556864971,100.00799597693333,103.46804071222114,47.642224902036,83.24950921169192,132.60432108761427,103.34299180866091,119.08763743977225,106.28736658884505,318.5105604097392,174.37875035900677,244.65516450551112,122.00733353664798,63.60792011726039,144.6454288697633,164.75880604762793,126.5639405781178,185.24645801028677,230.46791711267178,91.15072247130786,71.05951535021806,447.72636654200113,347.94795807951226,165.20213158920816,116.76024981119508,92.58101948461339,107.19500593443,167.3072993554103,151.01518634467567,82.46735819298617,185.3667399766883,76.38936505747063,75.72867381885125,111.15652703490882,116.36283698386956,53.694911916662655,95.12018326930061,112.32620062403228,151.9186962048303,213.19218616186137,188.06510997435717,89.32429385991739,124.81026623559606,101.31763389167187,106.30125109306923,108.18555866397234,123.6773232199,133.05597617687863,87.6465522111098,98.52486902177323,115.82881221276077,106.31159595136322,89.78863895233819,82.17893018896757,192.3588353137497,173.17729316922464,36.180587606068535,99.37124023018802,54.759122564634666,125.77272946125018,89.56387760730169,797.054760878685,78.42274217935851,86.28234419656997,263.304086193476,100.3965694030136,84.93920827546522,54.37815001493991,105.13633846406968,134.2993577128488,74.13248039252554,116.60863581347755,111.3794449549479,74.009472719998,103.5738798935462,64.09388876418801,140.39516230585704,127.86688415925823,56.05918079190673,164.14496125796796,80.38714984685441,23.886621675493583,111.36050186762552
2024-12-01,91.91262977272237,60.70015060908581,60.86674717479862,342.6938145617149,122.48526162483232,171.77252153541292,79.93784595678508,202.87294404654196,367.94954838840454,27.32200719348099,94.53203878057916,148.35879008265056,222.33729558800496,106.81403453912903,71.11993873842098,88.58915012489848,152.62204804287848,112.99347389649637,103.36025615377254,104.64925658344733,157.53044706717304,98.34502424883708,117.15248583102725,106.50212094336243,106.04700077417567,339.1102889706684,55.75941096296778,63.751746921065354,86.98326704557726,102.3251175111645,100.69379720921516,97.88255021340112,100.46302650059516,98.23962872405971,107.82006607983926,89.36408876326682,103.92483365740206,262.31236368139724,110.68980386788927,89.61050040384156,58.605310942106534,82.81149062714124,70.94013421732595,839.3057667860458,179.72055209343017,104.95095052316672,125.52420510207122,207.7701354484366,232.21789370954673,479.5740876995538,213.51960259594168,100.76151399714027,145.23367514321103,112.40544684236717,110.34216769005118,75.75895479267241,77.97929084708409,80.34798574154436,110.04860222523057,93.02058093013912,111.36450458074029,176.24300983292144,54.527379689029594,107.2952132941973,164.25336386882515,202.57211858708882,87.2165248992877,153.24651309917795,80.08259794110867,111.08093268858255,107.69081961237318,85.57921712167591,101.05469895503941,57.66684486518275,117.9322317956028,164.315221747883,105.84376088988739,96.50953207939979,143.30455023589377,106.66041746822575,104.49047642654281,110.30950590343085,99.26759078117163,664.9029229107189,105.51729028111795,50.13950732983818,130.51578531883285,95.01560515759232,107.09280933165768,102.7535900547831,71.01124085754675,67.00058615411407,93.30223187875411,65.39863182840504,96.24822411217463,102.87108323530475,443.83912576646395,102.63922984838433,113.56966307424771,112.65828834927395
2024-12-02,286.17259434074634,110.34793068870157,110.005340344688,160.61400495425994,117.1486327874655,188.3406938839494,115.29534333112206,123.24708043840819,69.09949100272082,75.65274603447352,111.62154924112065,121.33258006173804,111.87295907368456,175.39785601543704,118.3938447860228,120.24032493064608,583.4169998967908,202.47510274469457,114.70128572338969,120.27321595710904,80.02021696260401,121.9178921656509,117.2589295557921,119.80114508358938,113.23643639468813,128.27880949630077,160.76489475802387,173.41682768383876,230.5494813925087,121.27197017421561,127.30445570263676,121.17725046720709,583.1064591529017,114.26859845731283,311.6314888198574,39.75906544414628,118.6465112620663,157.0305982981774,113.34786015907207,375.288984087916,401.31511412548974,115.59535158686418,154.51938969507466,110.63021514143192,115.97931499931026,110.60179814240517,234.4654076829127,246.05906170117188,113.79057224641647,108.66747423018387,111.57501198580572,83.27706320406655,113.4199497704488,106.90587438800391,203.23183610191484,35.461007199345595,160.461724976125,118.46948667071415,51.54190031265588,118.97322710335457,128.4323704560021,116.99365236517774,774.8628581229066,140.30230513011526,116.62641637000674,100.28795314999489,175.5112918900833,67.80344222311915,95.98912993261118,114.36562839300515,166.7300090997159,213.07856130724025,470.20496344553675,166.0639973243812,62.512932254548986,114.37876032438263,247.8695715611666,629.5475718078031,96.49765227636613,115.45530965427861,110.40388795825619,119.8849433156108,141.6066880555139,113.37155653082027,115.90994079618274,111.76093874198676,500.1549165718043,115.465564615801,85.42913442043746,121.35745116269075,105.63679263036965,307.4542225511006,87.0779383342429,238.4593716579054,177.01218228491865,123.05451462310279,212.13907624741034,316.01125237030806,135.99167719688845,122.155526565934
2024-12-03,133.76674554757966,59.13273932127966,151.22858465670748,67.35705574314034,49.80790903689784,62.75817585429286,411.24708267096184,38.339088370826886,120.36426445776729,110.22865352942608,111.95566828115,114.9957239714597,129.9693213284657,117.13866009236781,187.04926278739538,114.50024638113227,107.15011194882341,183.70581769523457,99.57068442938555,220.87660326635302,93.66588248869822,117.12730803307716,123.42282752619468,121.1521359724731,136.9578920547975,103.40262127460575,101.24537546772089,223.91063715225846,120.32064987733217,113.37115387972538,50.96375984206908,139.5234437709652,83.21591978227815,755.92982258363,375.4005646977958,118.10361518290064,62.821876300521566,112.38078922465284,203.2277608647078,58.14450275558184,110.83871249321362,114.66198137323683,184.82714663745307,148.8931315349668,101.87354423873113,276.83977553580013,122.38872078050407,105.176334114728,118.78835914500333,269.5603823453131,114.71294078501725,87.27295591945399,159.7598950588571,111.73844081913926,42.957621572107854,101.78729410106784,285.3072616610752,197.77512573745443,115.11495549098971,98.43417358067221,242.07863157172008,145.46209125419801,39.08501939573304,76.5470203989952,81.94246938755641,65.7233368887495,237.47106267868608,104.25983781192382,121.24543079082146,64.11840460905933,81.33264298740862,837.712153763867,117.52976405217366,120.11218593501223,77.31896254227152,69.64106544286246,118.50528738381367,480.66034819342156,65.54907190252881,79.18465611091878,94.44305528502359,114.56548302019465,127.16100280256656,33.08679545105654,112.12860972615056,131.50487367082465,112.73739932709337,128.07016105980915,351.64009065921545,115.49282989649024,130.4362309139881,123.78398102922712,114.47440917064169,114.41678544669193,121.08163013408502,154.18776282440632,352.7386263784808,105.24172985107697,122.36928174163046,47.61711688390695
2024-12-04,128.56087755531294,413.3210003859896,112.11541653467698,89.69097690703661,109.48526239216942,50.929654738219114,106.20407258405993,32.176530411756445,113.03937663505104,95.96997653900571,57.817526401582334,118.15209640257252,118.47195197135179,114.547861311621,114.72779923804336,105.99006069927073,126.16086259832167,175.28157595192218,120.16329164419595,113.05298158149488,149.13596864951697,309.6087900282465,45.99483434455241,97.19604134316617,21.98670159866473,368.79836004041863,104.2085956294732,244.23371984417665,208.65595461751468,149.5726820027878,88.2154337473565,146.49621855387088,116.39314051169858,120.43541600388185,116.55834029826192,77.22677654058434,116.41918475580663,315.1604611782886,192.18698156637055,356.83309623585046,161.6497283959919,298.02362190080765,118.08778598489774,120.26263302679772,111.29377270802242,19.923844083690124,196.60640733826318,207.26990728106273,94.11966602705971,328.8525621812216,101.03539782810091,41.33318261671647,110.51349588510081,81.27314887141709,112.93540322575866,98.72766961569793,98.36532024501093,120.72725341288563,71.44342648220714,285.89073956263786,146.30636544110646,187.03455577546126,111.29386696708043,57.70653457671947,160.12326679727275,114.69152016740097,64.73745554566658,108.1083574955904,86.01769314835319,106.21802130126801,116.07501502977064,111.25148985374472,107.83194683679756,109.7512172138072,391.6442475998723,112.70720533468169,109.48728535498944,118.85981481608098,75.3198739035862,176.31459292818607,116.67622503311469,91.10765120344543,114.22659090939543,110.98764382863297,74.84031797048469,89.33116231619333,108.97128033373822,47.00757346427024,139.5078742717274,116.59143061773254,113.22880165957062,113.07222676572468,99.15707852211325,101.79927394229243,109.03489157563955,46.953863146860364,103.4162753897857,58.43965580146465,137.3656215985591,42.92690686037564
2024-12-05,128.53097502097583,110.11031247913134,46.72373389154676,232.9420801470257,112.19848513034776,80.40172843846912,103.50428142490844,193.38138949222332,110.06298098087652,287.03368680039154,142.50227565946184,90.31359560159824,109.35330057156465,292.89817304223845,136.33115225894102,214.09017288812794,262.2689528400141,64.33851660468719,42.8255716289588,100.02666990629076,75.27628366863995,105.8083931964227,252.66862070985525,168.85077387249598,98.94653734893969,51.1382015035176,74.78193748809247,107.62776271535866,113.60579225340675,134.20719066439923,111.93227123385628,104.20588937568813,110.29095324385335,107.31371856851987,101.30619577738841,54.83521615166738,388.0863335044804,132.01687515743893,94.08360451746289,241.28371682989095,115.31320432451449,104.32293591494557,108.00898775761056,214.4079500754937,116.67709372431281,88.62326759148182,98.89426534629011,83.99876529616398,107.7295058912068,114.41453595170516,167.6537281061126,110.28081507357012,39.16048930839851,115.14587023604129,119.37516857961856,104.59585975957764,112.92595068698212,105.91957767532577,113.47115859793382,73.47614226098133,50.97658399309268,156.92129960249875,115.8343275853928,112.05668054181689,190.47404115558663,115.92717052833373,284.86913391614274,133.23553961641608,179.98751320359798,130.77432281974157,117.17242983935184,122.0936353711326,345.1503015018528,113.54899304515894,106.65197958874842,324.9064346894815,259.8100581647973,117.6204369351191,50.7976805611615,394.243630790235,422.5184387461452,104.5962655370606,71.56424231784582,63.39060430503969,106.00147692547702,113.69375289016276,105.54125461994549,156.7606782830081,21.703916028381506,114.71456257481653,227.1008739129286,104.48459278969129,17.419264353599598,108.9520553453629,39.59822217796657,123.73597727555045,109.06028331110036,110.33023307488757,101.85070032791673,43.367836197313785
2024-12-06,270.4293291369929,233.59049661390247,104.04000261415878,138.0868500496773,81.36922355623338,87.08662474235447,145.66405891498664,100.55708329122793,150.5534207065552,131.9843550517175,108.86062585745942,265.9766956651163,113.21131740006705,667.1952908162993,108.73537066334966,209.91785775499295,147.54092003694316,374.13840999339635,66.76152171672875,161.61926086836783,238.39320583313858,98.79527458808941,108.95701397204691,115.20622564777214,72.46427736901144,121.25912414361773,57.37243078118753,116.37626432585984,501.38508738205184,156.61742921524188,109.0553733392911,114.91405643047081,114.54593617342202,125.4007150778116,110.43313782455077,38.382114012515174,86.34327937336984,170.20720318477433,119.29873229086108,188.6812736078654,55.20037299152424,104.28320074824403,102.76351152038235,450.1624735684015,86.18330674545602,73.25262179216271,111.58582159627552,99.70435013379935,151.45500539480122,97.14609527274098,66.29538896808099,116.77219700939666,68.50401368026078,113.86329311406512,58.230693768903606,87.35702059420399,110.99362103209305,239.1895444452117,333.50156103551603,42.27368138540583,58.1203432880587,203.30116980848237,83.19505462016056,112.23739154534398,18.41828226168533,32.38557324380009,111.52767256148886,366.0647327336166,155.64447716623133,307.76425298991387,109.07616488276425,110.3895914944027,116.46538154760292,186.1161166371591,103.84955439840165,154.0434125839264,114.00091379145809,111.67145062809628,99.95131233236074,203.5835581133823,112.08898475652592,124.7886888902545,32.92942448437645,113.57635221672075,105.19792540730221,711.8600297280368,68.19448992275896,108.08043194846171,109.30589854407647,112.48879899736674,273.81236900183313,93.03787707020938,102.99659335865184,196.7562418927502,112.88729415892728,111.16608381273274,160.23814136057047,108.52607257967892,106.7015735767991,138.23331209305513
2024-12-07,112.16878041778737,149.92381324706798,97.02316812924627,131.67193347741522,103.29275681191066,103.68194399738255,131.31946257899412,111.0803312708024,65.9120178263719,108.34031063715531,116.19617111511666,74.72591512235182,113.22726713159925,63.92645004014888,109.63164300348141,211.10573896765248,140.4714695535412,98.68389605292441,58.84097305025514,101.11680994577684,454.6843837591038,74.52414009897483,108.63955259287259,46.065305055498314,82.73962119499599,112.47560118238103,113.93885724158673,975.794279277218,97.84625838117478,84.58947580995996,116.81555565418923,207.99900022952244,106.28549112742888,116.24678484348112,216.93914696602468,105.56242963305748,107.49757579300676,146.7226099340884,52.27422603365134,160.33567137733286,135.51379798800212,282.13376310358984,106.17979323658045,191.78741270244709,110.83461084336734,278.4247453452339,131.53164422443226,369.61432008116924,150.68336393781348,100.42635187266042,85.61772878309253,104.3478999589757,66.79382908636993,106.01861668386947,112.00971868958439,142.97821659639774,39.427347734736664,56.43229563397281,300.1627093570071,152.14776729042882,238.95057341806287,183.05766810736998,47.88208882841848,345.9017500885889,116.02888063328189,120.34854176145765,105.90273397217568,109.56823242357099,111.75975141381532,109.86033643568622,124.51718592981204,110.26421373359088,211.18141591957482,619.1236056491947,100.47097792261053,117.38786754738898,113.66760025748489,119.01202999671622,98.42716029435866,47.18065756640654,110.65812602989564,156.2079095992482,95.06065990901888,81.00539008054001,110.96664034601469,121.0056381470485,52.86661869158093,106.69834866450397,105.6143453146609,446.63857304345333,126.94508969682778,359.49184930795013,67.17053218310132,75.93847663264418,158.55787459176537,70.67677299402082,122.61288403720336,141.96788137600944,103.03896473105675,112.17955732454844
2024-12-08,191.12935215063706,110.15070941796576,114.39045520443428,164.36636159807753,302.07079885902897,109.75951971801764,116.87959916774193,151.00480914712455,107.54942318195732,106.0149058656381,99.5935246669854,182.36832304198737,152.9358204929508,109.84261091557745,117.41930834359306,111.3683541793734,64.44329137230503,114.11730778909622,31.190536526136004,93.82842586599656,70.82800846508705,103.61641480048033,106.25299889103583,130.85043398364112,30.737016461445457,101.3218975397262,103.5912883018441,107.47383128320526,122.98229231631248,116.75308755861006,105.50613041744424,97.15632495907849,108.83170578100523,105.56478620420646,86.69443953998585,318.5496447727293,244.85277976699783,27.42620100824272,104.84884306797709,110.6810922250538,104.65218643563163,81.52802100271187,252.25376372868027,80.23656075329936,358.0969411688238,137.6329459945799,111.678926228309,153.07240819091896,111.79783185258395,107.79623749998638,106.16770888183412,368.6094233428157,106.87722382333489,31.990326699589406,204.62376517101097,131.4207911895779,107.92813848421005,103.13477116994126,241.49852407275623,105.83779924753344,100.09684426309339,128.50717380627987,97.93267215183653,99.65669780000344,72.81822745545962,117.32466296764775,114.33954381537383,38.42243409667952,36.62976635626051,111.94914983876342,103.96266063632386,114.30273579120541,109.31281645017553,98.63631468075529,98.71396586083003,113.69170851721017,108.66693676410969,31.58089337441871,108.8054127279803,114.35815993505943,459.670267321401,118.68504895787709,197.22208008861156,100.76962032699244,248.82122031796243,100.17782205994564,99.0591982965552,107.46802274278397,97.94990675568746,115.24754775028292,109.8766141238542,183.20475367466946,203.21297853169293,115.0116369375631,108.07009086539487,103.79653387546198,124.47909526272731,143.0928366227678,103.78361750470313,79.57582240493336
2024-12-09,163.24141908061952,101.38594416992268,104.61187685514912,24.6332094021102,103.71130221406533,98.63581814962848,173.8793552400838,130.81626521813837,82.29593765475782,100.07378671702011,171.20009316712358,107.88094109372662,101.2698937921214,113.85092708879004,88.79460436456931,111.9319221987184,215.59296758458237,110.3013897890616,225.52352846550278,34.31809240024404,60.82497010696339,112.33730669422792,241.36760901006528,102.42786961959439,252.52991518791512,107.55159562862032,37.185855145692415,20.26687286520183,121.49447308807797,100.60618428209777,159.0474002678703,82.04233070529567,115.19085190226885,181.4331337889634,168.4125722142558,157.83657947922006,109.36260540072308,147.89705871078664,107.77697283074721,156.87096868388534,107.84410778982858,105.79695779329592,111.21712954083965,105.93012884469347,92.77205636377941,118.02482759463435,208.71912134843595,72.97054521864631,122.34278420251312,142.4917162141384,99.64276550471918,169.1143523363394,96.48087559784832,82.50802805305139,111.63565793645664,116.09121057797712,41.79416230718091,105.278253837989,107.3612130918328,59.04097797055388,112.85656543279701,358.4188365306563,111.34827974931147,106.41605949995329,108.62360825595817,97.96719912593008,76.67958011862409,99.2417556251964,104.91758869294179,113.76179203233247,115.3639129930693,26.43774173235675,144.65856090854146,77.32694588302017,109.69117365254344,435.0211954081068,361.13750321568176,224.19946318518967,46.097688355269355,42.177454452322394,101.10167398750065,160.25557105853358,177.26768064916038,240.73114976130904,514.1228779521463,102.67143716873748,166.74588963141508,102.9648699384982,143.98418451961953,36.72466780095434,48.44286350830989,115.5963446808292,90.72867397355017,104.56930502378663,96.58917128070826,102.202633321329,65.56926740672915,50.230491775580994,111.01502586439707,112.56825599108795
