,"ARIMA: (2, 1, 4)"
ar.L1,1.2462414175583632
ar.L2,-0.9982368100135651
ma.L1,-1.5152724423829087
ma.L2,1.054932038689603
ma.L3,0.05417158261259247
ma.L4,-0.2697851447167303
sigma2,1235.1125430733941
