Date delivery,Date delivery,month,weekday,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7,monthly adjustments,S_adjusted_prices,weekly adjustments,price,ARIMA_fitted,SARIMA_fitted,SARIMA_residuals,original_price,trans_SARIMA_fitted,trans_residuals
2019-11-29,2019-11-29,11,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.06270175448496575,-0.7940258075127529,0.034477192122236155,-0.6968468609055509,-0.850247991798927,-0.753069045191725,0.05622218428617409,40.08000000000001,36.466598721976915,3.6134012780230975
2019-11-30,2019-11-30,11,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.06270175448496575,-0.7302034281424626,0.0,-0.6675016736574969,-0.7757776325633127,-0.7130758780783469,0.04557420442085003,42.010000000000005,39.025500510664806,2.9844994893351995
2019-12-01,2019-12-01,12,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.053238986648730065,-0.5119315254211056,-0.20218153139324269,-0.6608740701656183,-0.7472829303891273,-0.8962254751336399,0.23535140496802165,42.45000000000002,27.78760505949908,14.662394940500938
2019-12-02,2019-12-02,12,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.053238986648730065,-0.6588051332209515,0.0,-0.6055661465722214,-0.6218503327740594,-0.5686113461253294,-0.03695480044689203,46.18,48.72922982594087,-2.54922982594087
2019-12-03,2019-12-03,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.053238986648730065,-0.5843756025159956,0.0,-0.5311366158672656,-0.6866637197557481,-0.6334247331070181,0.10228811723975251,51.360000000000014,44.28828855993557,7.0717114400644405
2019-12-04,2019-12-04,12,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.053238986648730065,-0.6648790571144952,0.031657264965025834,-0.5799828055007393,-0.6448394225438827,-0.5599431709301268,-0.02003963457061253,47.940000000000005,49.333685422627944,-1.3936854226279394
2019-12-05,2019-12-05,12,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.053238986648730065,-0.7825748462344361,0.05896522331538291,-0.6703706362703231,-0.694242304905303,-0.5820380949411901,-0.08833254132913304,41.82000000000001,47.797807392272745,-5.977807392272737
2019-12-06,2019-12-06,12,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.053238986648730065,-0.9277909244339121,0.034477192122236155,-0.8400747456629459,-0.7441375999610478,-0.6564214211900816,-0.1836533244728643,31.1,42.746451650505314,-11.646451650505313
2019-12-07,2019-12-07,12,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.053238986648730065,-1.000034881405609,0.0,-0.946795894756879,-0.8108896931451979,-0.7576507064964678,-0.18914518826041116,24.910000000000007,36.17709369807021,-11.267093698070202
2019-12-08,2019-12-08,12,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.053238986648730065,-3.192119150142514,-0.20218153139324269,-3.3410616948870264,-0.8490293753349883,-0.997971920079501,-2.3430897748075257,-16.380000000000003,22.103538614757998,-38.483538614758004
2019-12-09,2019-12-09,12,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.053238986648730065,-1.0278721113250744,0.0,-0.9746331246763442,-1.9896158588505886,-1.9363768722018584,0.9617437475255142,23.37,-4.722868329845271,28.092868329845274
2019-12-10,2019-12-10,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.053238986648730065,-0.7487072537958646,0.0,-0.6954682671471345,-1.0320161912449524,-0.9787772045962223,0.2833089374490878,40.17,23.143468338224338,17.026531661775664
2019-12-11,2019-12-11,12,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.053238986648730065,-0.8120230957311373,0.031657264965025834,-0.7271268441173814,-1.0407653094380762,-0.9558690578243203,0.22874221370693892,38.120000000000005,24.40457638914731,13.715423610852696
2019-12-12,2019-12-12,12,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.053238986648730065,-0.7407160592994988,0.05896522331538291,-0.6285118493353858,-0.9889421445682276,-0.8767379346041146,0.2482260852687288,44.62,28.9234297728532,15.696570227146797
2019-12-13,2019-12-13,12,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.053238986648730065,-0.8397834366485807,0.034477192122236155,-0.7520672578776144,-0.9490660381360412,-0.861349859365075,0.1092826014874606,36.53000000000001,29.83070618095358,6.699293819046428
2019-12-14,2019-12-14,12,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.053238986648730065,-1.0304316784888083,0.0,-0.9771926918400782,-0.9863899563351513,-0.9331509696864212,-0.04404172215365698,23.230000000000004,25.676372498059084,-2.4463724980590804
2019-12-15,2019-12-15,12,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.053238986648730065,-1.0391918673342337,-0.20218153139324269,-1.1881344120787463,-1.0463664618042663,-1.1953090065487788,0.007174594470032547,12.68,12.357810990889798,0.3221890091102022
2019-12-16,2019-12-16,12,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.053238986648730065,-0.7384760360429363,0.0,-0.6852370493942063,-1.0092681372543066,-0.9560291506055766,0.2707921012113703,40.84000000000001,24.39568846216993,16.44431153783008
2019-12-17,2019-12-17,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.053238986648730065,-0.8023075057045705,0.0,-0.7490685190558405,-0.8233704574270835,-0.7701314707783534,0.021062951722512935,36.720000000000006,35.39230313264234,1.3276968673576661
2019-12-18,2019-12-18,12,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.053238986648730065,-0.7799052127944988,0.031657264965025834,-0.6950089611807428,-0.8297321661679703,-0.7448359145542144,0.04982695337347154,40.199999999999996,36.98872624796449,3.2112737520355026
2019-12-19,2019-12-19,12,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.053238986648730065,-0.8942243163283831,0.05896522331538291,-0.7820201063642701,-0.8181996307548765,-0.7059954207907635,-0.07602468557350661,34.65,39.48442734210529,-4.834427342105293
2019-12-20,2019-12-20,12,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.053238986648730065,-0.9561823143641227,0.034477192122236155,-0.8684661355931566,-0.9122911404400817,-0.8245749616691156,-0.04389117392404096,29.41000000000001,32.03551747191775,-2.625517471917739
2019-12-21,2019-12-21,12,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.053238986648730065,-0.9439072051078912,0.0,-0.8906682184591611,-0.9676571403061657,-0.9144181536574356,0.023749935198274508,28.110000000000007,26.74067307196415,1.369326928035857
2019-12-22,2019-12-22,12,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.053238986648730065,-0.7700410431084581,-0.20218153139324269,-0.9189835878529707,-0.9590486530508093,-1.107991197795322,0.18900760994235133,26.48,16.449529971799624,10.030470028200376
2019-12-23,2019-12-23,12,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.053238986648730065,-1.0073904222993013,0.0,-0.9541514356505711,-0.8344923860298522,-0.7812533993811221,-0.172898036269449,24.499999999999993,34.6977163427287,-10.197716342728704
2019-12-24,2019-12-24,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.053238986648730065,-1.0810080940969535,0.0,-1.0277691074482234,-0.9073684187713774,-0.8541294321226474,-0.173639675325576,20.520000000000007,30.2595519711958,-9.739551971195795
2019-12-25,2019-12-25,12,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.053238986648730065,-0.9904354469872111,0.031657264965025834,-0.9055391953734552,-0.9336150012096536,-0.8487187495958977,-0.056820445777557516,27.249999999999993,30.58221420938667,-3.3322142093866773
2019-12-26,2019-12-26,12,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.053238986648730065,-0.9106972701685004,0.05896522331538291,-0.7984930602043875,-0.9401120038320915,-0.8279077938679785,0.02941473366359104,33.63000000000001,31.83359629987651,1.7964037001234985
2019-12-27,2019-12-27,12,4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.053238986648730065,-0.8195222775568846,0.034477192122236155,-0.7318060987859183,-0.95503221538205,-0.8673160366110837,0.1355099378251654,37.82000000000001,29.47786078394963,8.342139216050377
2019-12-28,2019-12-28,12,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.053238986648730065,-0.8410547491253475,0.0,-0.7878157624766174,-0.9319095195915117,-0.8786705329427816,0.09085477046616419,34.290000000000006,28.81012981613552,5.4798701838644845
2019-12-29,2019-12-29,12,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.053238986648730065,-0.7066918976728914,-0.20218153139324269,-0.855634442417404,-0.9221366880521747,-1.0710792327966874,0.21544479037928332,30.17000000000001,18.286801836351195,11.883198163648814
2019-12-30,2019-12-30,12,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.053238986648730065,-0.9882759149039074,0.0,-0.9350369282551774,-0.8048882921660084,-0.7516493055172784,-0.183387622737899,25.570000000000007,36.55646209273162,-10.986462092731614
2019-12-31,2019-12-31,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.053238986648730065,-0.8662392670284145,0.0,-0.8130002803796844,-0.8989531678834078,-0.8457141812346778,0.03271390085499337,32.74,30.761870154692183,1.9781298453078193
2020-01-01,2020-01-01,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.8087024223455871,0.031657264965025834,-0.7770451573805612,-0.8238761793307354,-0.7922189143657096,0.015173756985148334,34.96000000000001,34.0173186209601,0.9426813790399109
2020-01-02,2020-01-02,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.774446392541515,0.05896522331538291,-0.7154811692261321,-0.829940774532633,-0.7709755512172501,0.055494381991118,38.87,35.33943090523344,3.5305690947665553
2020-01-03,2020-01-03,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.9599660612370646,0.034477192122236155,-0.9254888691148285,-0.8388226828871763,-0.8043454907649401,-0.12114337834988842,26.110000000000003,33.270023145616214,-7.160023145616211
2020-01-04,2020-01-04,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,-1.031584100410632,0.0,-1.031584100410632,-0.9463174178728315,-0.9463174178728315,-0.08526668253780056,20.319999999999993,24.93674655171454,-4.616746551714545
2020-01-05,2020-01-05,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,-0.5654348281622199,-0.20218153139324269,-0.7676163595554626,-0.9767447017616281,-1.1789262331548707,0.41130987359940807,35.550000000000004,13.097277729836687,22.452722270163317
2020-01-06,2020-01-06,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.7269710772150735,0.0,-0.7269710772150735,-0.7266084081799316,-0.7266084081799316,-0.00036266903514192705,38.13,38.15328613476095,-0.02328613476094432
2020-01-07,2020-01-07,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.6901166732418537,0.0,-0.6901166732418537,-0.7647599496608223,-0.7647599496608223,0.07464327641896862,40.52000000000001,35.7293740953752,4.790625904624811
2020-01-08,2020-01-08,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.8309619871702826,0.031657264965025834,-0.7993047222052567,-0.707051873995999,-0.6753946090309731,-0.12391011317428358,33.58,41.487964425797806,-7.9079644257978075
2020-01-09,2020-01-09,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.8154609991344794,0.05896522331538291,-0.7564957758190965,-0.7983228276645973,-0.7393576043492144,-0.01713817146988217,36.25,37.33749306133679,-1.0874930613367866
2020-01-10,2020-01-10,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.8140882561841909,0.034477192122236155,-0.7796110640619548,-0.8212860754796887,-0.7868088833574525,0.007197819295497676,34.800000000000004,34.35245456036862,0.4475454396313836
2020-01-11,2020-01-11,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,-0.8274715937485746,0.0,-0.8274715937485746,-0.8454318685561557,-0.8454318685561557,0.01796027480758111,31.860000000000007,30.77876844014014,1.0812315598598659
2020-01-12,2020-01-12,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,-0.7858530661420743,-0.20218153139324269,-0.988034597535317,-0.8389373954602477,-1.0411189268534904,0.05308432931817342,22.640000000000004,19.82289394293877,2.8171060570612347
2020-01-13,2020-01-13,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.7339939105253236,0.0,-0.7339939105253236,-0.7861750854427216,-0.7861750854427216,0.05218117491739804,37.68000000000001,34.39178673286314,3.288213267136868
2020-01-14,2020-01-14,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.9748157866180133,0.0,-0.9748157866180133,-0.7324653340685356,-0.7324653340685356,-0.24235045254947762,23.36,37.77779704945729,-14.417797049457292
2020-01-15,2020-01-15,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.9775588299312844,0.031657264965025834,-0.9459015649662585,-0.8489097820534112,-0.8172525170883853,-0.12864904787787323,24.96000000000001,32.48061070777331,-7.520610707773297
2020-01-16,2020-01-16,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.7853133667426054,0.05896522331538291,-0.7263481434272225,-0.884607247056203,-0.8256420237408201,0.09929388031359754,38.17,31.970823721425745,6.199176278574257
2020-01-17,2020-01-17,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.7807094831331038,0.034477192122236155,-0.7462322910108677,-0.8431395473665939,-0.8086623552443577,0.06243006423348996,36.90000000000001,33.005309169389335,3.894690830610678
2020-01-18,2020-01-18,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,-0.8276367840398589,0.0,-0.8276367840398589,-0.8550723201734468,-0.8550723201734468,0.027435536133587957,31.85000000000001,30.203437605532507,1.6465623944675016
2020-01-19,2020-01-19,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,-0.5920972208729323,-0.20218153139324269,-0.794278752266175,-0.8524169127586106,-1.0545984441518534,0.2603196918856785,33.88999999999999,19.12689088144388,14.763109118556113
2020-01-20,2020-01-20,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.6298436227151715,0.0,-0.6298436227151715,-0.7005623214378731,-0.7005623214378731,0.07071869872270165,44.530000000000015,39.83777025868797,4.6922297413120475
2020-01-21,2020-01-21,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.6736979471220965,0.0,-0.6736979471220965,-0.6843293179985964,-0.6843293179985964,0.010631370876499902,41.6,40.89961905190123,0.7003809480987684
2020-01-22,2020-01-22,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.6413228571596017,0.031657264965025834,-0.6096655921945758,-0.6834464910476876,-0.6517892260826618,0.04212363388808593,45.900000000000006,43.055575888221384,2.844424111778622
2020-01-23,2020-01-23,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.5875612189516877,0.05896522331538291,-0.5285959956363048,-0.6826486387006736,-0.6236834153852907,0.09508741974898594,51.540000000000006,44.946801790960315,6.5931982090396914
2020-01-24,2020-01-24,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-0.581488682010834,0.034477192122236155,-0.5470114898885978,-0.6743930657565098,-0.6399158736342736,0.09290438374567578,50.239999999999995,43.85126551462925,6.3887344853707475
2020-01-25,2020-01-25,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,-0.6927141160726114,0.0,-0.6927141160726114,-0.6673061188432731,-0.6673061188432731,-0.025407997229338286,40.35,42.02296111445055,-1.6729611144505512
2020-01-26,2020-01-26,1,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,-0.5920972208729323,-0.20218153139324269,-0.794278752266175,-0.694489084507453,-0.8966706159006956,0.10239186363452069,33.88999999999999,27.761833233433226,6.128166766566768
2020-01-27,2020-01-27,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.7369673481798845,0.0,-0.7369673481798845,-0.6124007410533596,-0.6124007410533596,-0.1245666071265249,37.49000000000001,45.71349606117745,-8.223496061177443
2020-01-28,2020-01-28,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.8316064405625205,0.0,-0.8316064405625205,-0.6663177135099096,-0.6663177135099096,-0.16528872705261088,31.610000000000007,42.08849140375917,-10.478491403759165
2020-01-29,2020-01-29,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.8368176542476644,0.031657264965025834,-0.8051603892826386,-0.7171445672555901,-0.6854873022905642,-0.11967308699207435,33.220000000000006,40.82356861642488,-7.603568616424873
2020-01-30,2020-01-30,1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.8706562633344329,0.05896522331538291,-0.81169104001905,-0.7612414432126984,-0.7022762198973155,-0.10941482012173454,32.82,39.72619498758906,-6.9061949875890605
2020-01-31,2020-01-31,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,-1.0254675922479395,0.034477192122236155,-0.9909904001257033,-0.8199294393083199,-0.7854522471860836,-0.20553815293961963,22.480000000000008,34.43666251201271,-11.956662512012702
2020-02-01,2020-02-01,2,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.4201518699781954,-0.9092012735273856,0.0,-1.329353143505581,-0.9197979519682433,-1.3399498219464387,0.010596678440857765,6.84,6.447189059692083,0.39281094030791674
2020-02-02,2020-02-02,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4201518699781954,-0.47466924597520443,-0.20218153139324269,-1.0970026473466425,-0.8687658158736926,-1.4910992172451307,0.3940965698984882,16.99,1.660231574073256,15.329768425926742
2020-02-03,2020-02-03,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4201518699781954,-0.47827896212019694,0.0,-0.8984308320983924,-0.6443475982418481,-1.0644994682200435,0.16606863612165113,27.660000000000007,18.620752532167373,9.039247467832634
2020-02-04,2020-02-04,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.4201518699781954,-0.4744788248628865,0.0,-0.8946306948410819,-0.6098159213835709,-1.0299677913617664,0.13533709652068449,27.880000000000003,20.40465789720273,7.475342102797274
2020-02-05,2020-02-05,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.4201518699781954,-0.36879315386441414,0.031657264965025834,-0.7572877588775837,-0.573027956183702,-0.9615225611968715,0.2042348023192878,36.20000000000001,24.091343400501113,12.108656599498897
2020-02-06,2020-02-06,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.4201518699781954,-0.3847307878336669,0.05896522331538291,-0.7459174344964794,-0.5216257507713141,-0.8828123974341266,0.13689496293764725,36.919999999999995,28.567797431915924,8.35220256808407
2020-02-07,2020-02-07,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.4201518699781954,-0.36386698796814243,0.034477192122236155,-0.7495416658241018,-0.5250216463536231,-0.9106963242095825,0.1611546583854807,36.69,26.953790311835036,9.736209688164962
2020-02-08,2020-02-08,2,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.4201518699781954,-0.47154901973799224,0.0,-0.8917008897161877,-0.4875530415457356,-0.9077049115239311,0.016004021807743407,28.050000000000004,27.125480021459882,0.9245199785401219
2020-02-09,2020-02-09,2,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.4201518699781954,-0.8722570887093188,-0.20218153139324269,-1.494590490080757,-0.4999384002297257,-1.1222718016011637,-0.37231868847959326,1.5700000000000007,15.755475584675374,-14.185475584675373
